speaker,folder,file_name,prediction,reference
kansas04a,Kansas,kansas04a_207.011_5.1.wav," Well, I had therapy on my speech and writing.",well i had therapy and on my speech and writing
kansas04a,Kansas,kansas04a_213.604_6.17.wav, But they didn't give it to me for very long.,but they didn't give it to me for very long
kansas04a,Kansas,kansas04a_220.931_5.04.wav," I mean, I was just, when I was in the hospital, I had my speech and writing therapy.",i mean i it was just when i was in the hospital i had my speech and and writing therapy
kansas04a,Kansas,kansas04a_226.382_3.15.wav, and then I got home and had some physical therapy.,and then i got home and had some physical therapy
kansas04a,Kansas,kansas04a_259.052_0.729.wav, story,which story
kansas04a,Kansas,kansas04a_263.423_8.6.wav," Well, when I got married the first time, I had to plan my whole wedding myself because Mom was much older.",well when i got married the first time i hadta plan my whole wedding myself because mom was much older
kansas04a,Kansas,kansas04a_273.102_2.34.wav, and she left it up to me.,and she left it up to me
kansas04a,Kansas,kansas04a_276.529_5.33.wav, And I went home and then went back to Lawrence.,and i went home and then went back to lawrence
kansas04a,Kansas,kansas04a_281.881_3.75.wav, I got married in Lawrence in Danforth Chapel.,i got married in lawrence in danforth chapel
kansas04a,Kansas,kansas04a_294.955_9.48.wav," And we had dinner, and then we went back to the hotel.",and we had dinner and then we went to back to the hotel
kansas04a,Kansas,kansas04a_304.94_3.42.wav, And my uncle married me.,and my uncle married me
kansas04a,Kansas,kansas04a_309.335_2.86.wav, He's a Methodist minister.,yeah he's a methodist methodist minister
kansas04a,Kansas,kansas04a_313.018_7.98.wav, and his wife took over the bathroom and let my sister and I in there.,and his wife took over the bathroom and didn't let let my sister or i in there
kansas04a,Kansas,kansas04a_322.108_15.2.wav, And so then we went to the chapel and on the way my brother-in-law was driving and he almost wrecked us.,and so then we went to the chapel and on the way my brother inlaw was driving and he almost wrecked us
kansas04a,Kansas,kansas04a_342.23_1.91.wav, I think that will be enough of that story.,so i think that will be enough of that story
kansas04a,Kansas,kansas04a_369.621_4.36.wav, Well this little boy is practicing his soccer ball.,well this little boy is practicing his soccer ball
kansas04a,Kansas,kansas04a_376.048_2.66.wav, and then he kicks it through the window.,and then he kicks it through the window
kansas04a,Kansas,kansas04a_379.812_1.49.wav, and it breaks the window.,and it breaks the window
kansas04a,Kansas,kansas04a_382.375_3.03.wav, and it goes into this man's house.,and it goes into this man's house
kansas04a,Kansas,kansas04a_386.256_1.9.wav, and he's very startled.,and he's very startled
kansas04a,Kansas,kansas04a_389.349_6.47.wav, And he gets up and looks out the window to see where it came from.,and he gets up and looks out the window to see where it came from
kansas04a,Kansas,kansas04a_396.096_10.7.wav," Now, it does not tell you whether the boy ran away or whether he came and confessed that he had kicked the soccer ball.",now it does not tell you whether the boy ran away or whether he came and confessed that he had kicked the soccer ball
kansas04a,Kansas,kansas04a_435.24_4.79.wav, Mother wants this little boy to take the umbrella.,mother wants the little boy to take the umbrella
kansas04a,Kansas,kansas04a_443.068_1.73.wav, doesn't want to take the umbrella.,he doesn't wanna take the umbrella
kansas04a,Kansas,kansas04a_446.585_4.68.wav," So he goes out and it starts to rain. Of course, this is his mother told him it would.",so he goes out and it starts to rain of course as his mother had told him it would
kansas04a,Kansas,kansas04a_452.243_1.56.wav, So he goes back.,so he goes back
kansas04a,Kansas,kansas04a_454.24_0.91.wav, She tells him.,she tells him
kansas04a,Kansas,kansas04a_455.171_1.15.wav, And he's very wet.,and he's very wet
kansas04a,Kansas,kansas04a_457.426_5.56.wav, So he goes back in the house and she's very angry with him because he hasn't taken the umbrella.,so he goes back in the house and she's very angry with him because he hasn't taken the umbrella
kansas04a,Kansas,kansas04a_463.777_7.44.wav, So in the last picture he has the umbrella and it's up and he's walking very happily.,so in the last picture he has the umbrella and it's up and he's walking very happily
kansas04a,Kansas,kansas04a_506.81_1.84.wav," Well, the cat is in the tree.",well the cat is in the tree
kansas04a,Kansas,kansas04a_510.155_1.81.wav, dog is barking its cat.,dog is barking at the cat
kansas04a,Kansas,kansas04a_513.126_4.38.wav, And the little girl is crying because her cat is in the tree.,and the little girl is crying because her cat is in the tree
kansas04a,Kansas,kansas04a_519.099_8.07.wav, and her father tried to get it with a ladder and the ladder has fallen down.,and her father tried to get it with a ladder and the ladder has fallen down
kansas04a,Kansas,kansas04a_527.276_4.41.wav, and the father is still in the trait. He's looking very glum.,and the father is still in the tree and he's looking very glum
kansas04a,Kansas,kansas04a_532.649_2.56.wav, And the birds are singing.,and the birds are singing
kansas04a,Kansas,kansas04a_537.485_4.46.wav," That's rather queer, everything else is going on.",that's rather queer as everything else is going on
kansas04a,Kansas,kansas04a_542.482_5.22.wav, and the firemen have been called and they are going to have to get the cat down.,and the firemen have been called and they are going to hafta get the cat down
kansas04a,Kansas,kansas04a_547.988_3.8.wav," But I think before they do, they'll have to get daddy down.",but i think before they do they'll hafta get daddy down
kansas04a,Kansas,kansas04a_576.487_1.57.wav, There has been a flood.,there has been a flood
kansas04a,Kansas,kansas04a_582.466_4.23.wav, and this lady has been swept away in the flood.,and this lady has been swept away in the flood
kansas04a,Kansas,kansas04a_590.504_12.69.wav, This gentleman in the jacket is coming to rescue her.,and this gentleman in the jacket is coming to rescue her
kansas04a,Kansas,kansas04a_604.912_6.77.wav," has been swept away in the flood also, it looks to me.",he has been swept away in the flood also it looks to me
kansas04a,Kansas,kansas04a_613.723_13.02.wav, And I do not quite understand this part.,and i do not quite understand this part
kansas04a,Kansas,kansas04a_634.622_1.22.wav," Yeah, I think I am.",yeah i think i am
kansas04a,Kansas,kansas04a_636.851_1.21.wav, Now what is that?,now what is that
kansas04a,Kansas,kansas04a_643.48_6.31.wav," Yeah, but which one is being rescued and which one isn't?",yeah but which one is being rescued and which one isn't
kansas04a,Kansas,kansas04a_661.844_0.6.wav, Oh yes.,oh yes
kansas04a,Kansas,kansas04a_668.087_0.84.wav, not terribly.,not terribly
kansas04a,Kansas,kansas04a_688.588_0.82.wav, Okay.,okay
kansas04a,Kansas,kansas04a_756.402_5.91.wav, The story is about Cinderella and her wicked stepmother and her two half sisters.,the story is about cinderella and her wicked stepmother and her two stepsisters
kansas04a,Kansas,kansas04a_762.492_0.68.wav, Yeah.,no yeah
kansas04a,Kansas,kansas04a_763.997_11.67.wav, Her stepsisters were very unkind to her and her stepmother was too.,her stepsisters were very unkind to her and her stepmother was too
kansas04a,Kansas,kansas04a_776.051_5.38.wav, Cinderella was left to sweep and clean and do whatever they wanted done.,cinderella was left to sweep and clean and do whatever they wanted done
kansas04a,Kansas,kansas04a_782.592_7.02.wav, So they got a letter inviting the household to the mall.,so they got a letter inviting the household to the the ball
kansas04a,Kansas,kansas04a_791.424_5.37.wav, The mother said that Cinderella could not go.,the mother said that cinderella could not go
kansas04a,Kansas,kansas04a_798.1_1.62.wav, and she was very upset.,and she was very upset
kansas04a,Kansas,kansas04a_800.608_12.89.wav, And so she tried to get her dress together and the two stepsisters tore it apart.,and so she tried to get her dress together and the two stepsisters tore it apart
kansas04a,Kansas,kansas04a_815.132_22.74.wav, And so she went out and told her fairy godmother that they had torn it apart and she wasn't going to get to go.,and so she went out and told her fairy godmother that they had torn it apart and she wasn't going to get to go
kansas04a,Kansas,kansas04a_837.925_6.54.wav," And she was crying, and the fairy godmother said, yes, she could.",and and she was crying and and the fairy godmother said yes she could
kansas04a,Kansas,kansas04a_845.377_4.79.wav, down her dress and in with her wand of course.,got her dressed and in with her wand of course
kansas04a,Kansas,kansas04a_850.747_14.83.wav, And so the stepmother and stepchildren started out and she did not go with them.,and so the step stepmother and stepchildren started out and she did not go with them
kansas04a,Kansas,kansas04a_865.963_15.24.wav, But she went in the carriage that the fairy godmother had concocted out of a pumpkin and mice and horse.,but she went in the carriage that the fairy godmother had concocted out of a pumpkin and mice and horse
kansas04a,Kansas,kansas04a_881.57_0.95.wav, The horse was...,the horse was the
kansas04a,Kansas,kansas04a_883.45_2.91.wav, and she went to the ball.,and she went to the ball
kansas04a,Kansas,kansas04a_887.004_4.42.wav, and the prince greeted her at the ball.,and the prince greeted her at the ball
kansas04a,Kansas,kansas04a_892.03_1.55.wav, and they danced.,and they danced
kansas04a,Kansas,kansas04a_893.647_1.85.wav, and then it was 12 o'clock.,and then it was twelve o'clock
kansas04a,Kansas,kansas04a_895.645_2.1.wav, She had to be home by 12 o'clock.,she hadta be home by twelve o'clock
kansas04a,Kansas,kansas04a_897.799_2.56.wav, So she ran out and lost her slipper.,so she ran out and lost her slipper
kansas04a,Kansas,kansas04a_901.571_7.85.wav," And she went and got the carriage, and of course the carriage all collapsed.",and she went and got the carriage and of course the carriage all collapsed
kansas04a,Kansas,kansas04a_909.825_1.47.wav, and she went home.,and she went home
kansas04a,Kansas,kansas04a_912.607_9.82.wav," And then the following week or so, time elapsed.",and then the following week or so time elapsed
kansas04a,Kansas,kansas04a_922.783_10.71.wav, The footman was sent out with the slipper to find which girl in the kingdom had been,the footman was sent out with a the slipper to find which girl in the kingdom it fit
kansas04a,Kansas,kansas04a_934.46_7.29.wav," And she was locked in her room, so she could not come down.",and she was locked in her room so she could not get to the come down
kansas04a,Kansas,kansas04a_942.65_2.64.wav, and she was very upset.,and she was very upset
kansas04a,Kansas,kansas04a_946.239_4.44.wav, And let's see.,and let's see
kansas04a,Kansas,kansas04a_952.096_3.38.wav," Anyway, the mice let her out.",anyway the the mice let her out
kansas04a,Kansas,kansas04a_957.72_3.9.wav, And she came down and of course she fit the slipper.,and she came down and and of course she fit the slipper
kansas04a,Kansas,kansas04a_962.075_1.87.wav, but the other did not.,but the other did not
kansas04a,Kansas,kansas04a_972.186_1.4.wav, Yes.,yes
kansas04a,Kansas,kansas04a_981.336_5.42.wav," I would get two pieces of bread, the peanut butter, and the jelly.",i would get two pieces of bread the peanut butter and the jelly
kansas04a,Kansas,kansas04a_988.038_1.31.wav, then I would get a knife.,then i would get a knife
kansas04a,Kansas,kansas04a_990.452_4.73.wav, and get some peanut butter and spread it on one piece of bread.,and get get some of the peanut butter and spread it on one piece of bread
kansas04a,Kansas,kansas04a_995.9_4.73.wav, spread the jelly on the same piece of bread.,and spread the jelly on the same piece of bread
kansas04a,Kansas,kansas04a_1001.062_1.38.wav, and then put the top on it.,and then put the top on it
kansas04a,Kansas,kansas04a_1005.16_3.55.wav," Oh yes, I've had practice.",oh yes i've had practice
kansas05a,Kansas,kansas05a_1.945_0.43.wav, Mm-hmm.,m
kansas05a,Kansas,kansas05a_16.495_9.12.wav," Because there are different days, you know.",because there are different days you know
kansas05a,Kansas,kansas05a_27.668_2.99.wav," Uh huh. Uh, I'm okay.",uhhuh i i'm okay
kansas05a,Kansas,kansas05a_36.768_1.91.wav, Oh yeah!,oh yeah yeah
kansas05a,Kansas,kansas05a_42.431_11.8.wav," And over that time, it's different.",it's different e
kansas05a,Kansas,kansas05a_57.983_25.89.wav," My first, it was, there was nothing left.",there was nothing left
kansas05a,Kansas,kansas05a_87.858_2.74.wav, I had my family.,i had my family
kansas05a,Kansas,kansas05a_92.606_2.92.wav," Just, there's nothing left of me.",just there was nothing left of me
kansas05a,Kansas,kansas05a_96.506_1.63.wav, I'm dead.,you know i'm dead
kansas05a,Kansas,kansas05a_98.541_1.25.wav, No one can see anything.,noone could see anything
kansas05a,Kansas,kansas05a_99.838_0.82.wav, Good TV.,couldn't see me
kansas05a,Kansas,kansas05a_101.586_9.15.wav," for three minutes, three outs, no, three, 12.",for three three twelve
kansas05a,Kansas,kansas05a_112.575_1.06.wav, What did I have to say?,i'm trying to
kansas05a,Kansas,kansas05a_115.048_2.8.wav, Sometimes I say this and sometimes I can't.,sometimes i sayand sometimes i can't
kansas05a,Kansas,kansas05a_118.36_5.37.wav, She would,she would
kansas05a,Kansas,kansas05a_125.443_1.09.wav, There's nothing left to me.,there's nothing left of me
kansas05a,Kansas,kansas05a_127.993_1.909.wav, I'm just... I'm dead.,i'm i'm dead
kansas05a,Kansas,kansas05a_131.245_7.83.wav, And I was out for three days.,and i was out for three three days
kansas05a,Kansas,kansas05a_139.126_0.93.wav," No, it's more than that.",no it's more than that
kansas05a,Kansas,kansas05a_140.228_2.06.wav, It's the next.,it's it's the next
kansas05a,Kansas,kansas05a_144.241_0.98.wav," That's it, yes.",that's it yes
kansas05a,Kansas,kansas05a_146.12_1.43.wav, and there was nothing to me.,and there was nothing to me
kansas05a,Kansas,kansas05a_147.686_1.37.wav, I was dead.,i was dead
kansas05a,Kansas,kansas05a_151.83_0.76.wav, I don't even know.,i don't even know
kansas05a,Kansas,kansas05a_153.17_0.56.wav, I was out.,i was out
kansas05a,Kansas,kansas05a_153.876_1.23.wav, I don't know what happened to me.,i don't know what happened to me
kansas05a,Kansas,kansas05a_155.126_1.4.wav, It was absolutely—,i was absolutely
kansas05a,Kansas,kansas05a_156.545_4.25.wav," And to this day, I still have anything that meant for me.",and to this day i still have anything bed for me
kansas05a,Kansas,kansas05a_161.718_5.28.wav," And then times, you know, then over the time, little, little bits and so on.",and you know then over the time a little bits and so on
kansas05a,Kansas,kansas05a_167.398_2.5.wav, I had several.,i had several
kansas05a,Kansas,kansas05a_171.793_2.08.wav, When I didn't,when i i didn't
kansas05a,Kansas,kansas05a_175.435_1.32.wav, Okay.,oh
kansas05a,Kansas,kansas05a_184.646_2.04.wav," Yeah, there was nothing at that time.",yeah there was nothing at that time
kansas05a,Kansas,kansas05a_186.793_1.96.wav, There was nothing left for me.,there was nothing left for me
kansas05a,Kansas,kansas05a_189.155_1.46.wav, over time.,and over time you know
kansas05a,Kansas,kansas05a_192.239_0.952.wav, differences.,make a lot of yes
kansas05a,Kansas,kansas05a_201.766_1.91.wav, Well that should dig.,well that should dig
kansas05a,Kansas,kansas05a_204.533_2.66.wav," All right, what did you want me to do?",alright what did you want me to do
kansas05a,Kansas,kansas05a_207.24_0.53.wav, Tell me again.,tell me again
kansas05a,Kansas,kansas05a_213.723_5.06.wav," Oh, that's all what I'm doing all this time.",oh that's all that i'm doing all this time
kansas05a,Kansas,kansas05a_219.111_2.39.wav," of putting together people, you know?",i'm putting together people you know
kansas05a,Kansas,kansas05a_221.765_2.76.wav, working with my family.,working with my my family
kansas05a,Kansas,kansas05a_225.46_2.16.wav," All of my friends, a lot of people.",all of my friends a lot of people
kansas05a,Kansas,kansas05a_228.695_4.27.wav," making, changing my life. That's what I'm trying to do.",making changing my life you know that's what i'm trying to do
kansas05a,Kansas,kansas05a_240.771_2.37.wav," Oh, that's a long story.",oh it's it's a long story
kansas05a,Kansas,kansas05a_248.011_12.95.wav," We just, every, I make different, I just move around, moving toward, toward all the time.",every i just move around or moving toward toward all the time
kansas05a,Kansas,kansas05a_261.75_1.8.wav, of the people who have lived with me.,but the people who have lived with me
kansas05a,Kansas,kansas05a_265.238_4.71.wav, and oh what my family,and oh my family
kansas05a,Kansas,kansas05a_271.278_1.91.wav, It's amazing what people have had to do.,it's amazing what people have hadta do
kansas05a,Kansas,kansas05a_314.406_2.47.wav, There's a lot of fairs to talk about.,there's a lot ofto talk about
kansas05a,Kansas,kansas05a_317.968_1.25.wav, coming again.,tell me again
kansas05a,Kansas,kansas05a_336.496_20.16.wav," I guess I could talk about what we're doing right now, where people are working, we're all working together in trying ways to make me working appropriate as I should be.",i guess i could talk about you know what we're doing right you know right now where we're all working together and trying ways to make me working appropriate as i should be
kansas05a,Kansas,kansas05a_358.095_5.66.wav," And I'm trying to do that, you know, as soon as I could.",and and i'm trying to do that well you know as soon as i could
kansas05a,Kansas,kansas05a_363.8_0.7.wav," you know, are",you know or
kansas05a,Kansas,kansas05a_364.761_2.21.wav," I didn't mean that, but.",i didn't mean that but
kansas05a,Kansas,kansas05a_374.375_2.99.wav, because I want to have us to do better.,because i wanna have us to do better
kansas05a,Kansas,kansas05a_379.021_4.21.wav, It's much more difficult.,it it's much more difficult
kansas05a,Kansas,kansas05a_384.531_4.34.wav," You know, when I look around and I see a lot of people who know",you know when i look around and i see a lot of people who know
kansas05a,Kansas,kansas05a_389.118_1.34.wav," You know, they go through all around here.",you know they go with their all around here
kansas05a,Kansas,kansas05a_390.473_0.99.wav," you know, talk to people.",you know and talk to people
kansas05a,Kansas,kansas05a_391.485_2.95.wav, People have different problems.,and people have differentproblems
kansas05a,Kansas,kansas05a_394.676_3.96.wav," You know, I have no problems with my eating my legs, you know, and all that.",you know i have no problems with my eating my legs you know and all that
kansas05a,Kansas,kansas05a_398.681_2.2.wav, I don't have any problems particular.,i don't have any problems particular
kansas05a,Kansas,kansas05a_401.308_2.97.wav," I used to have time, as time got on I had to get better.",as time on got on i hadta get better
kansas05a,Kansas,kansas05a_405.255_6.03.wav, But now where was I going?,but now where was i going
kansas05a,Kansas,kansas05a_411.561_1.63.wav, What were you asking me again?,what were you asking me again
kansas05a,Kansas,kansas05a_420.085_1.64.wav," Oh yes, what I was talking about.",oh yes
kansas05a,Kansas,kansas05a_422.593_9.96.wav," And I'm working along with working toward having more time, more",where i'm working toward having more more
kansas05a,Kansas,kansas05a_434.918_3.07.wav," As time goes on, I learn more and more what to do.",as time goes on i learn more and more what to do
kansas05a,Kansas,kansas05a_439.556_1.65.wav, And so that's what I'm doing.,and so that's what i'm doing
kansas05a,Kansas,kansas05a_467.065_0.97.wav, So they come different.,so they come different
kansas05a,Kansas,kansas05a_468.95_4.67.wav," So tell me the story with a beginning, a middle, and an end.",so tell me the story with a beginning a middle and an end
kansas05a,Kansas,kansas05a_473.861_0.95.wav, of each one.,with each one
kansas05a,Kansas,kansas05a_480.821_2.29.wav, So each one of these I'm supposed to do something with it.,so each one of these i'm sposta do something with it
kansas05a,Kansas,kansas05a_483.43_0.79.wav, Is that what you're saying?,is that what you're saying
kansas05a,Kansas,kansas05a_497.343_0.77.wav, 감사합니다.,thank you
kansas05a,Kansas,kansas05a_504.475_17.939.wav," Well, the first one is learning through this mess.",well the first one is learning through this this this mess
kansas05a,Kansas,kansas05a_529.355_7.84.wav," is a plan, a plan, a problem.",it's a a problem
kansas05a,Kansas,kansas05a_540.213_11.2.wav," of that with a, that's a list, a plan or a serial.",that's a aor a cereal
kansas05a,Kansas,kansas05a_554.453_7.16.wav, There's a friend working with this one.,there's a friend eating working with that this one
kansas05a,Kansas,kansas05a_563.678_3.27.wav, because these people are making a problem.,because these three people are making a problem
kansas05a,Kansas,kansas05a_580.09_0.63.wav, What is that?,four what is that
kansas05a,Kansas,kansas05a_589.826_1.82.wav," Oh, that's kind of dumb stuff.",oh well that's kind of dumb stuff
kansas05a,Kansas,kansas05a_593.266_2.41.wav, I think that takes a little work to make that look right.,i think that takes a little work to make that look right
kansas05a,Kansas,kansas05a_596.395_2.36.wav," of, okay, I'm supposed to",okay i'm sposta
kansas05a,Kansas,kansas05a_600.809_1.48.wav, What am I supposed to do with this one?,four what am i sposta do with this one
kansas05a,Kansas,kansas05a_603.491_0.94.wav, What's it afraid of?,what's it
kansas05a,Kansas,kansas05a_605.0_1.13.wav, Did the window break?,four did the window break
kansas05a,Kansas,kansas05a_608.523_1.45.wav," Okay, well that's it then.",okay well that's four it then
kansas05a,Kansas,kansas05a_643.723_19.47.wav, So the first person is a problem there.,so the the first person is a problem there
kansas05a,Kansas,kansas05a_666.113_5.28.wav," Uh, then the second one would be.",two then the second one would be
kansas05a,Kansas,kansas05a_674.141_4.53.wav, looking at the tier tens again.,looking at the tear tins
kansas05a,Kansas,kansas05a_681.195_14.69.wav, and believing that the second people should,and and two believing that the second people should
kansas05a,Kansas,kansas05a_702.031_0.71.wav, I think so.,i think so
kansas05a,Kansas,kansas05a_703.736_3.14.wav, He's not supposed to do that for him.,two he he's not sposta do that for him
kansas05a,Kansas,kansas05a_708.008_3.8.wav, This one guy wants these pins to come down now.,this one guy wants two the these bins to come down now
kansas05a,Kansas,kansas05a_712.325_1.15.wav, or you want some by himself.,or he wants picture three them by himself
kansas05a,Kansas,kansas05a_715.293_1.03.wav, That's not quite right.,well that's not quite right but four
kansas05a,Kansas,kansas05a_718.205_0.34.wav, What?,what
kansas05a,Kansas,kansas05a_719.0_0.38.wav, Which one?,which one
kansas05a,Kansas,kansas05a_721.863_10.62.wav," There, he's looking out a fort on the cheers on how to deal with those things.",there he's looking out a fort on the the the the the cheers on how to deal with those things
kansas05a,Kansas,kansas05a_732.528_5.87.wav, in the old stuff that's being afraid there.,and the four old stuff that that's being afraid there
kansas05a,Kansas,kansas05a_740.616_16.13.wav," There, the mother is not happy with her person of what went, all the little problems that they look here together.",there five the the the mother is not not happy with her her person of what went all the the little problems that they look here together
kansas05a,Kansas,kansas05a_759.633_4.72.wav," Well, then he was back there again.",six well they then he was back there again
kansas05a,Kansas,kansas05a_764.921_0.88.wav," Oh, I see.",oh i see six
kansas05a,Kansas,kansas05a_766.03_12.56.wav, His mother wanted him to go back to the good stuff he was done before so that he can go back onto this kind of stuff again that makes him look better.,six his mother wanted him to go back to the good stuff he was done before so that he can go back onto this six this kind of stuff again that makes him look better
kansas05a,Kansas,kansas05a_779.24_4.95.wav, And then he goes back and the ideas that he's gotten make them go back and look better.,he goes back and the idea's that he's six gotten make them go back and look look better
kansas05a,Kansas,kansas05a_812.463_2.81.wav," Well, I guess you'd start with that.",well i guess you'd start with that
kansas05a,Kansas,kansas05a_819.976_6.9.wav, People sitting with their their mess their stuff around them,people sitting with their their their their their stuff around it
kansas05a,Kansas,kansas05a_827.928_1.1.wav, on to his,on to his
kansas05a,Kansas,kansas05a_831.043_4.35.wav, against the kind of the bedroom-est people there.,against the the kind of thispeople there
kansas05a,Kansas,kansas05a_837.143_11.29.wav," There's the man who's trying to talk with him about that, back over to that kind of stuff.",well let's see there's the the man who's trying to talk with him about that back over to that kind of stuff
kansas05a,Kansas,kansas05a_848.486_4.42.wav, that was going to be overly cared by this younger stuff.,it was going to be overly cared by this younger stuff
kansas05a,Kansas,kansas05a_854.133_3.71.wav, This can't make it is big enough to make that kind of stuff.,this is big enough to make that kind of stuff
kansas05a,Kansas,kansas05a_859.378_4.24.wav, then there'd be this thing that doesn't really,then there'd be this thing that doesn't really
kansas05a,Kansas,kansas05a_864.8_5.88.wav," This isn't necessarily what's going on here, but it's there.",this isn't necessarily what's going on here but it's there
kansas05a,Kansas,kansas05a_872.161_11.16.wav, Here's the people who leave the,here's the the the leaf the person wants the early one
kansas05a,Kansas,kansas05a_888.045_3.84.wav, the person that's putting this stuff together.,the the personputting this stuff together
kansas05a,Kansas,kansas05a_893.315_5.28.wav, He's got a person ready to help him with that.,he's got a person ready to help him with that
kansas05a,Kansas,kansas05a_899.503_11.32.wav, Here's information to him from the people downstairs trying to put this together with the new set.,here's information to him from the the peopletrying to put this together with a
kansas05a,Kansas,kansas05a_911.256_10.74.wav," Here's the new, the young person who's trying to put that money back here so it goes everywhere and all of these things.",here's the new the young person who's trying to put that money back back here so it goes everywhere in all of these things
kansas05a,Kansas,kansas05a_922.725_3.13.wav, And then there is a national,and then there is a national
kansas05a,Kansas,kansas05a_925.875_17.6.wav, Then at the end of all of that stuff are stories from people in these kinds of things putting together for the guy who's putting it all together and the home-producing stuff.,then at the end of all of that stuff are stories from people in these kinds of of things putting together for the guy who's putting it all together and the homestuff
kansas05a,Kansas,kansas05a_967.973_0.77.wav," Well, let's see.",well let's see
kansas05a,Kansas,kansas05a_972.913_22.41.wav, They both have literature ideas from working from two exciting new persons right now.,they both have letterideas from working from two exciting new persons right at now
kansas05a,Kansas,kansas05a_997.033_19.13.wav," The oldest one is the new, the younger, is the person who's putting together that old stuff that he's trying to help himself.",the younger is the person who's putting together that that old stuff that he's trying to help him for himself
kansas05a,Kansas,kansas05a_1017.493_7.68.wav, Then there's a man.,that's a a woman
kansas05a,Kansas,kansas05a_1025.219_1.919.wav," No, it's a woman who's doing that.",no she's a woman who's doing that
kansas05a,Kansas,kansas05a_1027.931_5.52.wav," that a woman, a man, is putting this stuff for him.",then man a man is putting this stuff for her
kansas05a,Kansas,kansas05a_1033.56_13.711.wav," and he's putting together with the information that he has to take all this from this person from the old stuff, the frayed stuff.",and he's putting together with the information that he hasta take all this from this person from the old stuff the the afraid stuff
kansas05a,Kansas,kansas05a_1047.441_1.51.wav, been afraid from,she's been afraid of him
kansas05a,Kansas,kansas05a_1049.31_24.37.wav, And the new person is trying to put all of that stuff together so that she can help to provide two or three different ideas in order to get the new person as a new money that can begin to help with the ideas there.,and the new person is trying to of that stuff together so that she can help to provide the two or three different ideas in order to get the new person as jacket a new money moneys that can begin to help with the ideas there
kansas05a,Kansas,kansas05a_1090.976_0.51.wav, I don't know.,i don't know
kansas05a,Kansas,kansas05a_1092.263_0.65.wav, I know.,i know forehead
kansas05a,Kansas,kansas05a_1097.783_0.78.wav, Oh sure.,oh sure sure
kansas05a,Kansas,kansas05a_1103.655_0.4.wav, Mm-hmm.,mhm
kansas05a,Kansas,kansas05a_1123.313_1.14.wav, That should be interesting.,well that should be interesting
kansas05a,Kansas,kansas05a_1127.098_0.78.wav," Okay, so",okay so what
kansas05a,Kansas,kansas05a_1128.523_0.54.wav, So much.,oh
kansas05a,Kansas,kansas05a_1130.473_0.31.wav, Okay.,okay
kansas05a,Kansas,kansas05a_1189.6_1.38.wav," Well, this should take all day.",well this
kansas05a,Kansas,kansas05a_1195.851_0.835.wav, look at.,at to me
kansas05a,Kansas,kansas05a_1197.755_1.81.wav," Oh, I'll never get all that stuff.",oh i'll never get all that straight
kansas05a,Kansas,kansas05a_1203.874_1.92.wav, I was expecting to sit in it here for a while.,i was expecting to sit in it here for me
kansas05a,Kansas,kansas05a_1206.021_1.35.wav, I don't even know.,i don't even know
kansas05a,Kansas,kansas05a_1209.333_2.21.wav," You know, I knew what it was, but I don't.",you know i knew what it was but i don't
kansas05a,Kansas,kansas05a_1218.316_0.39.wav, Yes.,yes
kansas05a,Kansas,kansas05a_1223.091_0.33.wav, Yes.,yes
kansas05a,Kansas,kansas05a_1239.87_1.34.wav, I know how I'm doing it.,i know how i'm doing it
kansas05a,Kansas,kansas05a_1245.243_11.95.wav, I have a water from my money here to get me the kind of thing I want.,a water water water for my money here for to the kind of thing i want
kansas05a,Kansas,kansas05a_1257.933_7.82.wav, putting up the amount of little problems.,put out the the amount of a little little little problems that
kansas05a,Kansas,kansas05a_1265.928_0.52.wav, I'm willing to.,well they're not
kansas05a,Kansas,kansas05a_1268.256_7.25.wav," having me have two plans, two little things sitting down here to cause for me and provide",hands objects have two two hands little things sitting out here to to cause for me and and provide
kansas05a,Kansas,kansas05a_1277.996_5.14.wav," Yeah, that's exactly, in fact I just did this the last day I was putting all of that together.",yeah that's in fact i just did this the last day
kansas05a,Kansas,kansas05a_1287.4_6.32.wav," Well, I have to have the place right here first.",well i have the the place right here first
kansas05a,Kansas,kansas05a_1294.091_1.156.wav, have this.,i hafta have this
kansas05a,Kansas,kansas05a_1295.568_3.17.wav, And then you have to have two years of that probably.,and then you hafta have twoof that probably
kansas05a,Kansas,kansas05a_1299.11_4.96.wav," You know, you're going to have two methods generally for the kind that you're going to have.",you know bread you two twogenerally for the kind that you're going to have
kansas05a,Kansas,kansas05a_1304.858_1.94.wav, and then you put it down there.,and then you put down it down there
kansas05a,Kansas,kansas05a_1306.813_9.31.wav," and you probably have to have something more than just this because it keeps it from tired,",and you probably hafta have something more than just this because it keep it from from tired messing
kansas05a,Kansas,kansas05a_1316.678_5.2.wav, You have to have a little here first to keep things working so they get out.,you have to have little a little here first to keep things working so they get out you
kansas05a,Kansas,kansas05a_1322.798_3.42.wav, Then you have the first part of the,then you have the first part
kansas05a,Kansas,kansas05a_1326.278_1.72.wav, then you do this part there.,then then you do this part there
kansas05a,Kansas,kansas05a_1328.518_4.92.wav, Then you have the Fed is the first,then then you have the butter the the the the theis the first
kansas05a,Kansas,kansas05a_1333.611_1.42.wav, Then you have that next one here.,then butter you've have that next one here
kansas05a,Kansas,kansas05a_1335.05_2.94.wav, you you merv it out on the torphing kind,you've youit out on thekind
