folder,file_name,prediction,reference
Kurland,kurland08c_568.691_5.56.wav, And he looks up in the tree.,and she looks up in the tree
Kurland,kurland08c_576.022_2.4.wav, And there's the cat.,and there's the cat
Kurland,kurland08c_581.224_15.74.wav, the man climbs up into the tree and knocks down the ladder.,the man climbs up into the tree and knocks down the ladder
Kurland,kurland08c_599.216_27.06.wav, The dog is barking because he's afraid because the man can't get down.,the dog is barking because he's afraid because the man get can't get down
Kurland,kurland08c_627.646_17.28.wav, There's a bird watching the whole thing.,there's a bird watching the whole scene
Kurland,kurland08c_646.178_6.5.wav, the fire truck comes,the firetruck comes
Kurland,kurland08c_653.497_29.91.wav, and all's well because the firemen can climb the ladder and get the cat,and all's well because the firemen can climb the ladder and get the cat
Kurland,kurland08c_714.397_7.21.wav, that man can climb down the ladder.,and the man came can climb down the ladder
Kurland,kurland08c_730.275_8.56.wav," It looks as if that girl, she was waiting here twice ago.",it looks as if the girl she was riding her tricycle
Kurland,kurland08c_739.757_12.65.wav, And she noticed the patch.,and she she noticed the cat
Kurland,kurland08c_910.859_3.82.wav, That's not how I remember it.,that's not how i remember it
Kurland,kurland08c_917.634_0.48.wav, No.,no
Kurland,kurland08c_963.94_17.15.wav, I don't know where to start.,i don't know where to start
Kurland,kurland08c_990.161_6.35.wav, The French prince is holding a ball.,the prince prince is holding a ball
Kurland,kurland08c_998.593_15.9.wav, The daughters are in Vegas.,and the daughters are invited
Kurland,kurland08c_1019.497_18.71.wav, Cinderella is not invited.,cinderella is not invited
Kurland,kurland08c_1041.241_8.99.wav, She dresses the daughter's dress.,she dresses the daughters
Kurland,kurland08c_1053.28_19.86.wav, They go off to the ball.,and they go off to the ball
Kurland,kurland08c_1134.797_5.34.wav, And she danced with the prince.,and she danced with the prince
Kurland,kurland08c_1141.59_11.76.wav," And midnight came and she said,",and midnight came and she said
Kurland,kurland08c_1155.102_27.24.wav, I've got to run because the carriage may turn into a pumpkin.,oh i've got to run because the carriage may turn into a pumpkin
Kurland,kurland08c_1188.348_18.48.wav, before she left she tripped and the class separated,before she left she tripped and the glass slipper came off
Kurland,kurland08c_1295.463_8.56.wav, and the prints fund this flipper.,and the prince found the slipper
Kurland,kurland08c_1305.51_15.54.wav, And he went door to door to find out who it belonged to.,and he went door to door to find out who it belonged to
Kurland,kurland08c_1323.378_12.16.wav," the same Cinderella, um,",and the cinderella came
Kurland,kurland08c_1364.642_14.91.wav, the prince put it on Cinderella's foot.,the prince put it on cinderella's foot
Kurland,kurland08c_1379.88_12.35.wav," And Lo and me held. She, the shoe fit.",and lo and behold she the shoe fit
Kurland,kurland08c_1394.95_28.42.wav, They were very,and they were married
Kurland,kurland08c_1433.35_0.9.wav, к,oh gosh
Kurland,kurland08c_1446.988_18.94.wav, You would take the jelly out of the fridge over there and the peanut butter out of the cupboard.,you would take the jelly out of the refrigerator and the peanut butter out the cupboard
Kurland,kurland08c_1478.616_4.2.wav, two pieces of bread,two pieces of bread
Kurland,kurland08c_1486.553_8.92.wav, the first one jelly and the second one peanut butter,the first one jelly and the second one peanut butter
Kurland,kurland08c_1496.572_25.26.wav, and you would slap them together and yank peanut butter and jelly sandwiches.,and you would slap them together and make peanut butter and jelly sandwiches
Kurland,kurland21a_45.723_0.37.wav, Oh.,oh
Kurland,kurland21a_54.944_1.32.wav, Yes.,yes yes
Kurland,kurland21a_57.181_16.35.wav, I don't know.,i don't know
Kurland,kurland21a_77.931_0.32.wav, Okay.,okay
Kurland,kurland21a_87.46_1.84.wav, I remember it all.,i remember it all
Kurland,kurland21a_91.02_8.17.wav, I fell down.,i i fell down
Kurland,kurland21a_100.223_21.91.wav, call the ambulance.,firstnamet firstnamet called the ambulance
Kurland,kurland21a_124.195_18.24.wav, I went to Noble.,i i i i went to noble
Kurland,kurland21a_143.507_9.62.wav, and they sent me to Hartford.,and they sent me to hartford
Kurland,kurland21a_160.345_3.92.wav," I, I, I,",i i
Kurland,kurland21a_178.743_0.56.wav, Okay.,okay
Kurland,kurland21a_179.776_3.86.wav, Yes.,yes
Kurland,kurland21a_184.808_4.15.wav, I,i
Kurland,kurland21a_195.715_5.32.wav, Yes.,well then yes
Kurland,kurland21a_201.391_3.03.wav, Three. Three.,three three
Kurland,kurland21a_209.72_11.26.wav, Amen. We have arms.,speech rehab arm
Kurland,kurland21a_278.008_10.71.wav, I had. Ospentine.,i had husband die
Kurland,kurland21a_292.451_0.4.wav, Dying.,died
Kurland,kurland21a_293.4_4.99.wav," Yes, a year ago.",yes year ago
Kurland,kurland21a_303.188_0.55.wav, Yes.,yes
Kurland,kurland21a_309.583_0.8.wav, brain tumor,brain tumor
Kurland,kurland21a_310.83_0.46.wav, love.,lung tumor
Kurland,kurland21a_328.875_0.59.wav, Yes.,yes
Kurland,kurland21a_332.547_0.319.wav, Awesome.,yes
Kurland,kurland21a_333.09_4.02.wav," Seven years, eight years.",eight years
Kurland,kurland21a_402.421_0.49.wav, Yes.,yes
Kurland,kurland21a_424.961_2.36.wav, kick the ball through the window.,kick the ball through the window
Kurland,kurland21a_428.441_7.68.wav, Yes.,yes
Kurland,kurland21a_436.901_13.28.wav, Don't worry about the ball.,he don't worry about the ball
Kurland,kurland21a_452.385_4.84.wav, And he stopped.,and he stopped
Kurland,kurland21a_467.071_0.38.wav, Yes.,yes
Kurland,kurland21a_480.75_0.31.wav, Okay.,okay
Kurland,kurland21a_484.966_22.95.wav, You. You. You. Are you?,you you you argue
Kurland,kurland21a_517.308_0.71.wav, raining,raining
Kurland,kurland21a_520.575_0.5.wav, raining.,raining
Kurland,kurland21a_524.24_1.55.wav, that umbrella.,umbrella
Kurland,kurland21a_527.158_0.32.wav, Yes.,yes
Kurland,kurland21a_530.788_4.0.wav, tried to give it to him.,tried to get it to him
Kurland,kurland21a_537.465_9.12.wav, Right.,raining hut raining
Kurland,kurland21a_549.09_0.43.wav, I will.,umbrella
Kurland,kurland21a_573.36_9.0.wav, one at the ladder to the limb to save the cat.,went up the ladder to the limb to save the cat
Kurland,kurland21a_583.256_7.86.wav, A dog barking. A dog barking.,dog barking
Kurland,kurland21a_594.828_12.52.wav, Listen to me. Listen.,listen
Kurland,kurland21a_610.565_11.99.wav," Firemen, come rescue the man.",firemen come rescue the man
Kurland,kurland21a_630.011_0.4.wav, Yes.,yes
Kurland,kurland21a_634.231_0.45.wav, Yes.,yes
Kurland,kurland21a_647.048_0.41.wav, Okay.,okay
Kurland,kurland21a_649.07_0.37.wav, worry.,okay
Kurland,kurland21a_649.58_0.55.wav, Cinderella.,the story of cinderella
Kurland,kurland21a_701.221_0.43.wav, Okay.,okay
Kurland,kurland21a_717.455_3.58.wav, No.,no
Kurland,kurland21a_725.636_21.75.wav, I have. I have. I have.,i have
Kurland,kurland21a_752.826_16.14.wav, The stepmother and stepchild is me too. The Stenderella.,the stepmother and stepchild is mean to the cinderella
Kurland,kurland21a_776.555_2.0.wav, Yes.,yes
Kurland,kurland21a_799.185_9.35.wav, Cinderoth does dress.,cinderella does dress
Kurland,kurland21a_811.866_9.04.wav, and Cinderella magic.,and cinderella magic
Kurland,kurland21a_824.611_0.82.wav, Pumpkin.,pumpkin
Kurland,kurland21a_833.931_10.02.wav, Maus.,mouse
Kurland,kurland21a_870.131_6.87.wav, Yes.,yes
Kurland,kurland21a_885.486_2.89.wav, Cinderella went to the dance.,cinderella went to the dance
Kurland,kurland21a_891.513_3.99.wav, She lost her shoe.,she lost her shoe
Kurland,kurland21a_899.686_4.88.wav, The,and the
Kurland,kurland21a_912.56_14.37.wav, Cinderella. Be quiet.,cinderella
Kurland,kurland21a_935.055_14.21.wav, Cinderella.,cinderella
Kurland,kurland21a_959.938_7.26.wav, Okay.,okay
Kurland,kurland21a_973.593_7.77.wav, Thank you.,and
Kurland,kurland21a_998.403_0.34.wav, Yes.,yes
Kurland,kurland21a_1041.796_0.46.wav, Yes.,yes
Kurland,kurland21a_1044.451_0.8.wav, Yeah.,yes
Kurland,kurland21a_1051.046_0.48.wav, which just,yes
Kurland,kurland21a_1059.196_0.7.wav, peanut butter,peanut butter
Kurland,kurland21a_1060.35_0.58.wav, Jelly.,jelly
Kurland,kurland21a_1061.598_0.41.wav, Bread.,bread
Kurland,kurland21a_1062.95_10.3.wav, Two slices of bread.,two slices of bread
Kurland,kurland21a_1077.895_0.42.wav, Yes.,yes
Kurland,kurland21b_25.911_0.3.wav, Okay.,okay ex
Kurland,kurland21b_53.853_1.52.wav, boy takes the ball.,the boy kicks the ball
Kurland,kurland21b_55.829_1.74.wav, It goes through the window.,it goes through the window
Kurland,kurland21b_57.997_3.78.wav, black,lap
Kurland,kurland21b_64.586_7.57.wav, going to,going to
Kurland,kurland21b_109.149_6.37.wav, argument with the mother of the umbrella.,argument with the mother of of the umbrella
Kurland,kurland21b_118.344_9.56.wav, Raining.,raining
Kurland,kurland21b_130.524_2.4.wav, Do it.,do do it
Kurland,kurland21b_134.034_12.45.wav, umbrella is that raining.,umbrella is raining
Kurland,kurland21b_170.924_5.23.wav, man in the tree rescuing the cat.,man in the tree rescuing the cat
Kurland,kurland21b_177.563_3.12.wav, Dog barking.,dog barking
Kurland,kurland21b_183.197_0.4.wav, Ladder.,ladder
Kurland,kurland21b_190.763_4.58.wav, Come in.,one comes in
Kurland,kurland21b_198.819_9.87.wav, firefighters come in to rescue the man.,fire fighters come in to rescue the man
Kurland,kurland21b_223.327_0.4.wav," Now,",okay
Kurland,kurland21b_224.945_0.55.wav, Okay.,okay
Kurland,kurland21b_226.783_0.35.wav, Okay.,okay
Kurland,kurland21b_299.512_0.33.wav, Okay.,okay
Kurland,kurland21b_301.469_4.64.wav," husband, father,",man husband father
Kurland,kurland21b_309.639_7.64.wav, introduced the girl to a stepmother and two daughters.,introduced the girl to stepmother and two daughters
Kurland,kurland21b_318.198_8.68.wav," I have a step-mother, two daughters.",stepmother two daughters
Kurland,kurland21b_345.898_17.61.wav," It's that mother who got a letter inviting all of the, all of the girls.",stepmother got a letter inviting all of the group
Kurland,kurland21b_368.53_24.55.wav, the animals,the the animals
Kurland,kurland21b_404.55_8.84.wav, The animals.,the animals
Kurland,kurland21b_419.698_17.56.wav, very godmother took the animals and,fairy godmother took the animals and
Kurland,kurland21b_446.866_9.85.wav, Det er en av de fleste som har vært med i dag.,took the animals and
Kurland,kurland21b_514.231_0.44.wav, Okay.,peanut butter
Kurland,kurland21b_517.203_2.779.wav, Jelly and peanut butter and bread.,jelly and peanut butter and bread
Kurland,kurland21b_526.86_1.43.wav, Put it out again.,and put it all together
Kurland,kurland21b_538.75_0.45.wav, Yes.,yes
Kurland,kurland21b_547.639_5.57.wav, And yes.,okay work and yes
Kurland,kurland21b_564.341_20.48.wav, I found out that...,i i found out the
Kurland,kurland21b_588.244_0.42.wav, Gracias.,yes
Kurland,kurland21b_590.907_1.64.wav, TV was on,tv was on
Kurland,kurland21b_593.061_4.04.wav, radios was on,radio was on
Kurland,kurland21b_608.698_0.57.wav, Yes.,yes
Kurland,kurland21b_612.846_0.33.wav, Yes.,yes
Kurland,kurland21b_627.055_2.31.wav, Yes.,yes
Kurland,kurland21c_20.209_2.89.wav, I thought it was very good.,i thought it was very good
Kurland,kurland21c_84.5_0.39.wav, Okay.,okay
Kurland,kurland21c_85.914_4.98.wav, Joe and I,firstnamej and i
Kurland,kurland21c_105.43_0.48.wav, Thank you.,okay
Kurland,kurland21c_126.473_2.3.wav, boy is kicking the ball,boy is kicking the ball
Kurland,kurland21c_129.239_3.25.wav, It goes through the glass.,it goes through the glass
Kurland,kurland21c_132.921_26.44.wav, It bends the lamp.,it it breaks breaks breaks the lamp
Kurland,kurland21c_160.372_10.38.wav, The man is frightened.,the man is frightened
Kurland,kurland21c_171.729_9.7.wav, The man looks out the window to the boy.,the man looks out the window to the boy
Kurland,kurland21c_195.713_15.73.wav, The mother is offering the boy the umbrella.,the mother is offering the boy the umbrella
Kurland,kurland21c_212.963_16.49.wav, The boy is... The boy is refusing the bra.,the boy is refusing the umbrella
Kurland,kurland21c_230.159_1.92.wav, Yes.,yes
Kurland,kurland21c_232.444_2.82.wav, It is raining.,it is raining
Kurland,kurland21c_236.16_19.22.wav, The boy is,the boy is
Kurland,kurland21c_257.019_16.481.wav, umbrella is the find in the,umbrella is the find in the chance
Kurland,kurland21c_286.68_13.11.wav, The umbrella is the,the umbrella is the
Kurland,kurland21c_314.836_0.48.wav, in the,in the
Kurland,kurland21c_338.799_16.79.wav, The girl is... The girl is... The girl is...,the girl is
Kurland,kurland21c_366.847_5.22.wav, The man is lettered.,the man is
Kurland,kurland21c_372.425_2.39.wav, is broken.,ladder is broken
Kurland,kurland21c_375.314_4.5.wav, The man is stuck in the tree.,the man is stuck in the tree
Kurland,kurland21c_380.73_3.13.wav, The dog is barking at the man.,dog is barking at the man
Kurland,kurland21c_384.393_10.19.wav, Firemen are coming to the man's rescue.,firemen are coming to the man's rescue
Kurland,kurland21c_395.134_19.52.wav, The girl is biting the cat.,the girl is fighting the cat
Kurland,kurland21c_418.314_0.44.wav, Yes.,yes
Kurland,kurland21c_422.48_0.87.wav, Hehehehe,yes
Kurland,kurland21c_431.049_0.33.wav, MBC 뉴스 김성현입니다.,okay
Kurland,kurland21c_435.084_0.49.wav, Okay.,okay
Kurland,kurland21c_515.815_13.72.wav, The father is introducing the stepmother and stepdaughters to the child.,the the father is introducing the stepmother and stepdaughters to the child
Kurland,kurland21c_530.026_29.5.wav," And the child is, um, the child is obeying God.",and the child is
Kurland,kurland21c_560.8_23.58.wav, The girl is behaving.,the girl is behaving
Kurland,kurland21c_591.828_12.8.wav, The.,the girl is behave
Kurland,kurland21c_605.292_5.98.wav, Girl is...,the girl is
Kurland,kurland21c_618.98_19.8.wav, the stepmother and the daughters and the child getting an invitation to the prom.,the stepmother and the daughters and the child is getting an invitation to the ball
Kurland,kurland21c_639.563_22.75.wav," The child is, girl is making a dress.",the the the girl is making a dress
Kurland,kurland21c_663.131_25.83.wav," the dress of, of, come, um, um, to the, um, the,",the dress come to the the
Kurland,kurland21c_695.312_4.96.wav, is wrecked by the girls.,is wrecked by the girls
Kurland,kurland21c_703.384_11.15.wav, The fairy godmother is pretty dressed.,the fairy godmother is pretty dress
Kurland,kurland21c_715.174_29.4.wav, and the mice is horses the,and the mice is horses the
Kurland,kurland21c_751.14_24.79.wav, they go,they go and the
Kurland,kurland21c_780.64_0.96.wav, goal and,go in
Kurland,kurland21c_792.225_16.93.wav," they, it hit midnight and go to",the it hits midnight and go to the store
Kurland,kurland21c_811.847_8.46.wav, Flip off her shoes.,foot off her shoes
Kurland,kurland21c_861.39_3.53.wav, Death mother.,and stepmother
Kurland,kurland21c_874.243_13.0.wav, child is.,child is is
Kurland,kurland21c_906.022_2.62.wav, They lived happily ever after.,and they lived happily ever after
Kurland,kurland21c_932.06_0.48.wav, Okay.,okay
Kurland,kurland21c_933.207_4.34.wav," of bread, peanut butter, and jelly.",bread peanut butter and jelly
Kurland,kurland21c_940.019_8.19.wav, spread the peanut butter with the knife and the jelly with the knife.,spread the peanut butter with the knife and the jelly with the knife
Kurland,kurland21c_948.69_13.41.wav, Put it in between two pieces of bread,and put it in between two pieces of bread
Kurland,kurland21d_535.35_7.67.wav," Tạm biệt, anh. Xin chào.",i i didn't
Kurland,kurland21d_549.671_1.76.wav, Ehhhhh.,yes
Kurland,kurland21d_605.94_0.55.wav, Yes.,yes
Kurland,kurland21d_606.981_1.07.wav, I don't know.,i don't know
Kurland,kurland21d_613.3_0.53.wav, Yes.,yes
Kurland,kurland21d_619.0_1.69.wav, Yes. Yes.,yes yes
Kurland,kurland21d_626.07_4.45.wav, I didn't see help.,i didn't see helping
Kurland,kurland21d_681.242_12.15.wav, Girl is a,girl is
Kurland,kurland21d_700.987_3.28.wav, Cool.,girl is
Kurland,kurland21d_722.334_0.9.wav, dog barking.,dog barking
Kurland,kurland21d_725.496_1.87.wav, the ladder down,the ladder fell
Kurland,kurland21d_731.502_4.23.wav, he did get out of the tree.,he didn't get out of the tree
Kurland,kurland21d_737.147_16.07.wav," and then are coming to um, later. Um, um, what it, um,",firemen are coming to ladder put it up
Kurland,kurland21d_754.75_1.0.wav, singing,bird singing
Kurland,kurland21d_765.609_11.67.wav, off the bike and playing with a cat.,off the bike in playing with the cat
Kurland,kurland21d_782.514_0.54.wav, Yes.,yes
Kurland,kurland21d_793.099_0.36.wav, Okay.,okay
Kurland,kurland21d_870.949_9.05.wav, Her father? Yes.,her father yes
Kurland,kurland21d_883.879_8.85.wav, stepmother and two stepsisters her father introduced,stepmother and two stepsisters father introduced
Kurland,kurland21d_896.21_20.34.wav, Then her stepsisters did. I think it's,then yes her stepsisters did i think it's
Kurland,kurland21d_924.23_1.24.wav," Steps, shows, jokes.",stepsisters did it
Kurland,kurland21d_939.213_5.82.wav, Amém.,it mean
Kurland,kurland21d_1040.9_6.949.wav, Cinderella had animals for pets.,cinderella had animals for pets
Kurland,kurland21d_1055.046_29.72.wav," Going to the ball, Cinderella. Put in, in necklace holder.",going to the ball cinderella necklace pulled out
Kurland,kurland21d_1087.1_28.52.wav, Cinderella met fairy godmother and changed her changed her,cinderella met fairy godmother and changed her
Kurland,kurland21d_1115.98_19.0.wav," So there are a bus and horses and footmen and okay, yes.",cinderella had a bus and horses and footmen and okay next
Kurland,kurland21d_1138.02_11.34.wav, Cinderella danced with the prince and the king.,cinderella danced with the prince and okay
Kurland,kurland21d_1151.31_20.13.wav," And midnight, the spell was over.",and midnight the the spell was over
Kurland,kurland21d_1179.182_7.5.wav, So,put the spell
Kurland,kurland21d_1194.09_0.99.wav, Does she fit?,and the shoe fit
Kurland,kurland21d_1198.27_3.41.wav, Everything was better.,and everything was better
Kurland,kurland21e_73.862_0.33.wav, Yeah.,yes
Kurland,kurland21e_76.534_3.74.wav, Exquisite.,exquisite
Kurland,kurland21e_89.7_26.58.wav, I try to discern what I am going to say.,yes i try to discern what i am going to say
Kurland,kurland21e_123.363_0.5.wav, Yes.,yes
Kurland,kurland21e_126.783_0.55.wav, Yes.,yes
Kurland,kurland21e_135.658_0.36.wav, Yes.,yes
Kurland,kurland21e_142.922_0.5.wav, Yes.,yes
Kurland,kurland21e_155.082_0.75.wav," Oh, wow.",oh wow
Kurland,kurland21e_157.163_10.34.wav, I stood in the mirror and I lost it.,i i stood in the mirror and i lost it
Kurland,kurland21e_168.293_2.38.wav, fell down,fell down
Kurland,kurland21e_171.894_7.4.wav," I couldn't, um,",i i couldn't
Kurland,kurland21e_182.118_0.38.wav, Yes.,yes
Kurland,kurland21e_182.95_7.45.wav, Tanya came out and Hannah,i firstnamet came out and firstnameh
Kurland,kurland21e_190.935_11.0.wav," I didn't, I didn't,",i i didn't
Kurland,kurland21e_205.752_3.63.wav, they called the ambulance.,they called the the ambulance
Kurland,kurland21e_211.034_18.82.wav, and I ran to the bedroom.,and i i i i ran to the bedroom
Kurland,kurland21e_231.077_12.54.wav, And the ambulance drivers came and got me.,and and the ambulance drivers came and got me
Kurland,kurland21e_248.511_0.98.wav, laughs,yes
Kurland,kurland21e_251.778_0.38.wav, Yeah.,yes
Kurland,kurland21e_253.001_0.49.wav, Yes.,yes
Kurland,kurland21e_263.16_0.81.wav, Okay.,okay
Kurland,kurland21e_264.294_3.62.wav, I didn't,i
Kurland,kurland21e_276.406_6.62.wav," first week I didn't, I didn't, um.",first week i didn't
Kurland,kurland21e_287.028_0.4.wav, Yes.,yes
Kurland,kurland21e_287.708_5.05.wav, Rehab three times a day.,rehab three times a day
Kurland,kurland21e_297.846_7.12.wav, arm and leg.,speech arm and leg
Kurland,kurland21e_305.579_7.7.wav, And I had a shower.,and i i had a shower
Kurland,kurland21e_313.532_0.45.wav, Oh.,oh
Kurland,kurland21e_314.676_0.51.wav, Yes.,yes
Kurland,kurland21e_317.163_0.74.wav, Yes.,yes
Kurland,kurland21e_318.011_6.0.wav, Yes.,yes
Kurland,kurland21e_324.347_3.7.wav, and mercy,at mercy
Kurland,kurland21e_328.395_5.46.wav, Yes.,yes
Kurland,kurland21e_334.56_3.57.wav, I stayed there for seven weeks.,i i stayed there for seven weeks
Kurland,kurland21e_339.14_20.63.wav, I,i i
Kurland,kurland21e_380.255_0.97.wav, No.,no no
Kurland,kurland21e_382.237_1.39.wav, I went home.,i i went home
Kurland,kurland21e_385.606_1.62.wav, Yes. Yes.,yes yes
Kurland,kurland21e_389.364_1.42.wav, at eight weeks.,eight weeks
Kurland,kurland21e_399.066_0.31.wav, Okay.,okay
Kurland,kurland21e_420.628_1.77.wav, avoid kicking ball.,boy kicking ball
Kurland,kurland21e_423.997_2.35.wav, It went through the window,it went through the window
Kurland,kurland21e_427.462_3.55.wav, It surprised the man,it surprised the man
Kurland,kurland21e_434.343_0.87.wav, Yes.,yes
Kurland,kurland21e_444.776_8.84.wav, The man is looking out the window and sees the void.,the man is looking out the window and sees the boy
Kurland,kurland21e_466.129_0.82.wav, Yes.,yes
Kurland,kurland21e_467.013_0.49.wav, Okay.,yes
Kurland,kurland21e_483.471_3.69.wav," No, I don't need that.",no i don't need that
Kurland,kurland21e_489.345_3.93.wav, Boy goes outside.,boy goes outside
Kurland,kurland21e_493.695_1.19.wav, a raining,it raining
Kurland,kurland21e_495.371_1.73.wav, Oh wow.,oh wow
Kurland,kurland21e_497.399_11.57.wav, I had head and body,i i head head and body
Kurland,kurland21e_511.875_0.38.wav, Yes.,yes
Kurland,kurland21e_513.154_7.61.wav, I have mommy give me the umbrella,i mommy give me the umbrella
Kurland,kurland21e_521.208_2.771.wav, I have it.,i i have it
Kurland,kurland21e_526.033_3.26.wav," Oh, right. Oh, boy.",alright away
Kurland,kurland21e_534.77_8.17.wav, Oh.,away away
Kurland,kurland21e_551.587_0.75.wav, I have it.,i have it
Kurland,kurland21e_556.763_0.98.wav, Oh.,i i i ooh
Kurland,kurland21e_615.867_1.01.wav, in the middle and an end.,okay
Kurland,kurland21e_621.363_3.22.wav, Daddy climbs up the tree.,daddy climbs up the tree
Kurland,kurland21e_625.342_5.06.wav, And his ladder fell.,and his ladder fell
Kurland,kurland21e_631.156_20.69.wav, Little girl plays with a cat.,oh little girl plays with a cat
Kurland,kurland21e_652.78_14.17.wav, and barking at the man.,and barking at the man
Kurland,kurland21e_669.86_1.17.wav, All right.,and alright
Kurland,kurland21e_671.449_2.08.wav, and bird singing.,bird singing
Kurland,kurland21e_675.644_9.54.wav, firemen coming to rescue the man.,firemen coming to rescue the man
Kurland,kurland21e_693.201_2.43.wav," Oh, wow.",oh wow
Kurland,kurland21e_699.755_0.55.wav, This is for the,okay
Kurland,kurland21e_704.189_0.45.wav, OK.,okay
Kurland,kurland21e_776.697_22.25.wav, Dad introduces the mom and two sisters to Cinderella.,dad introduces the mom and two sisters to cinderella
Kurland,kurland21e_857.47_3.6.wav, going to,cinderella is going to
Kurland,kurland21e_868.106_2.26.wav, Cinderella.,cinderella cinderella
Kurland,kurland21e_898.417_10.8.wav, Cinderella has friends with mouse and dog and animals.,cinderella has friends with mouse and dog and animals
Kurland,kurland21e_910.298_20.04.wav, and she going to play with their dress.,and she going to play with the dress
Kurland,kurland21e_931.555_6.45.wav, She put it on.,and she put it on
Kurland,kurland21e_939.015_4.41.wav, And they wreck it.,and they wreck it
Kurland,kurland21e_946.676_13.87.wav," So, the fairy grandmother comes and dresses her",so they fairy godmother comes and dresses her
Kurland,kurland21e_1000.893_3.44.wav, going to the dance.,going to the dance
Kurland,kurland21e_1005.747_3.19.wav, Yes.,yes
Kurland,kurland21e_1013.283_14.93.wav, I'm going to the dance and,going to the dance and
Kurland,kurland21e_1031.14_0.33.wav, Yes.,yes
Kurland,kurland21e_1032.2_11.29.wav, She has two white glass slippers.,she has two white glass slippers
Kurland,kurland21e_1049.536_11.92.wav, Midday comes and she runs away.,now midnight comes and she runs away
Kurland,kurland21e_1067.886_11.56.wav," The stepbrother and, yes, the stepbrother locks her up.",stepmother and yes the stepmother locks her up
Kurland,kurland21e_1082.448_7.55.wav, And the animals get her out.,and the animals get her out
Kurland,kurland21e_1097.519_5.07.wav, The Schubert circle.,the shoe fits her
Kurland,kurland21e_1103.266_2.67.wav, and happy ever after.,and happy every after
Kurland,kurland21e_1118.124_0.51.wav, Okay.,okay
Kurland,kurland21e_1121.589_4.14.wav, pieces of bread and peanut butter and jelly.,pieces of bread and peanut butter and jelly
Kurland,kurland21e_1126.08_6.83.wav," And I spread it on, spread it on.",and i i spread it on
Kurland,kurland21e_1133.509_2.62.wav," And jelly, spread it on.",and jelly spread it on
Kurland,kurland21e_1136.765_1.54.wav, Close it.,and close it
Kurland,kurland21e_1138.812_1.08.wav, and cut it,and cut it in half
MSU,MSU02a_25.604_2.86.wav, I think it's better than it was.,i think it's better than it was
MSU,MSU02a_29.058_5.49.wav, I think I have a lot to progress,i think i have a lot to progress
MSU,MSU02a_34.948_1.18.wav, I have to progress a lot.,i hafta progress a lot
MSU,MSU02a_40.056_0.82.wav, Yes.,mhm yes
MSU,MSU02a_43.272_2.28.wav," When I had the stroke,",when i had the stroke
MSU,MSU02a_46.003_2.03.wav, It was early in the morning.,it was early in the morning
MSU,MSU02a_48.558_1.53.wav, and I had just gotten up.,and i had just gotten up
MSU,MSU02a_50.643_3.0.wav, and I had a cup of coffee,and i had a cup of coffee
MSU,MSU02a_53.98_0.56.wav," and I said,",and i said
MSU,MSU02a_55.031_1.86.wav, Something is wrong with my arm.,something is wrong with my arm
MSU,MSU02a_57.614_2.18.wav, I really didn't know I had the stroke.,i really didn't know i had the stroke
MSU,MSU02a_59.949_2.0.wav, I thought something was wrong with my arm.,i thought something was wrong with my arm
MSU,MSU02a_61.97_2.96.wav, It's like pins and needles.,i it's like pins and needles
MSU,MSU02a_65.516_4.981.wav," So I said, maybe I should take a shower and it's better, right?",so i said maybe i should take a shower and it's better right
MSU,MSU02a_70.551_2.69.wav, and I live upstairs from my mother.,and i live upstairs from my mother
MSU,MSU02a_73.678_1.09.wav, and I went to my mother's,and i went to my mother
MSU,MSU02a_75.305_1.33.wav, Something is wrong with my arm.,something is wrong with my arm
MSU,MSU02a_76.658_0.34.wav, myself.,i said
MSU,MSU02a_77.446_2.66.wav, Maybe I have to go to the doctor or something,maybe i hafta go to the doctor or something
MSU,MSU02a_80.377_1.81.wav, So I called my doctor.,so i called my doctor
MSU,MSU02a_82.551_4.64.wav," And at that point, I was not talking as good.",and that point i was not talking as good
MSU,MSU02a_87.659_4.23.wav, and I hung up with my doctor because she couldn't get on the phone.,and and i hung up with my doctor because i she couldn't get on the phone
MSU,MSU02a_92.286_1.38.wav, So I hung up my doctor.,so i hung up my doctor
MSU,MSU02a_93.731_1.4.wav, and my sister lives downstairs.,and my sister lives downstairs
MSU,MSU02a_95.416_0.4.wav," And I said,",and i said
MSU,MSU02a_96.544_1.83.wav, you better take me to the hospital.,you better take me to the hospital
MSU,MSU02a_98.965_1.55.wav, something is wrong with my arm.,something is wrong with my arm
MSU,MSU02a_100.924_7.48.wav," And by the time she took me to the hospital,",and by the time she took me to the hospital
MSU,MSU02a_108.856_1.62.wav, and there was no traffic.,and there was no traffic
MSU,MSU02a_110.565_1.91.wav, I got to Hackensack right away.,i got to hackensack right away
MSU,MSU02a_112.852_3.26.wav, I think I had the stroke.,i think i had the stroke
MSU,MSU02a_123.733_4.639.wav, The first thing I did was go to Kessler.,the first thing i did was go to kessler
MSU,MSU02a_128.638_2.54.wav, I was in the hospital for a week,i was in the hospital for a week
MSU,MSU02a_131.907_5.81.wav," And I remember the thing, when I was in the hospital, I couldn't talk.",and i remember when i was in the hospital i couldn't talk
MSU,MSU02a_138.154_1.77.wav," And I said, only thing I",and only thing i said
MSU,MSU02a_140.135_1.02.wav, Choo-choo-choo-choo.,tutututub
MSU,MSU02a_141.455_3.21.wav, And a friend came to visit me at night,and a friend came to visit me at night
